Account_ID,Internal_Risk_Grade,Loan_Purpose,Customer_Debt_To_Income_Ratio,Loan_Default_Status,Requested_Amount_Raw
ACC-113224,Class-A,Home Improvement,24.8,0," $11,579.00 "
ACC-928458,Class-B,Small Business,12.5,0," $19,659.00 "
ACC-111157,Class-C,Debt Consolidation,24.8,0," $5,636.00 "
ACC-453653,Class-A,Debt Consolidation,38.2,0," $19,574.00 "
ACC-612351,Class-B,Debt Consolidation,24.8,0," $6,393.00 "
ACC-790871,UNKNOWN,Major Purchase,55.0,0," $12,047.00 "
ACC-542236,Class-B,Home Improvement,55.0,0," $22,322.00 "
ACC-348966,Class-A,Debt Consolidation,38.2,0," $11,416.00 "
ACC-822451,Class-A,Home Improvement,24.8,1," $35,025.00 "
ACC-121847,Class-B,Home Improvement,12.5,0," $29,030.00 "
ACC-927433,UNKNOWN,Debt Consolidation,24.8,0," $22,981.00 "
ACC-824218,Class-A,Debt Consolidation,38.2,0," $38,500.00 "
ACC-283468,Class-A,Home Improvement,12.5,0," $16,114.00 "
ACC-668489,Class-B,Debt Consolidation,12.5,0," $37,814.00 "
ACC-274103,,Debt Consolidation,,0," $21,838.00 "
ACC-509413,Class-A,Home Improvement,12.5,0," $34,331.00 "
ACC-492809,Class-A,Major Purchase,-1.5,0," $34,789.00 "
ACC-531617,Class-C,Major Purchase,,1," $7,409.00 "
ACC-602488,Class-B,Home Improvement,38.2,0," $22,306.00 "
ACC-850444,Class-B,Debt Consolidation,12.5,0," $23,442.00 "
ACC-269055,Class-B,N/A,24.8,1," $40,095.00 "
ACC-915681,Class-A,Home Improvement,99.9,0," $40,140.00 "
ACC-835244,Class-B,Home Improvement,12.5,0," $21,264.00 "
ACC-664424,Class-A,Home Improvement,,0," $13,152.00 "
ACC-442579,Class-B,Small Business,24.8,0," $13,042.00 "
ACC-912219,Class-B,Debt Consolidation,55.0,0," $28,993.00 "
ACC-883933,Class-C,Debt Consolidation,24.8,0," $44,847.00 "
ACC-167656,,Debt Consolidation,,0," $20,297.00 "
ACC-802037,Class-B,Debt Consolidation,12.5,1," $31,422.00 "
ACC-507731,Class-A,Home Improvement,12.5,0," $44,060.00 "
ACC-707629,Class-A,Debt Consolidation,55.0,0," $39,753.00 "
ACC-772816,Class-C,Debt Consolidation,38.2,1," $16,572.00 "
ACC-716332,Class-A,Small Business,12.5,0," $26,179.00 "
ACC-152488,Class-B,Debt Consolidation,55.0,0," $44,133.00 "
ACC-435986,Class-A,Home Improvement,12.5,1," $16,192.00 "
ACC-606327,Class-B,Debt Consolidation,38.2,1," $35,001.00 "
ACC-447188,Class-C,Debt Consolidation,12.5,0," $7,541.00 "
ACC-506769,Class-A,Home Improvement,38.2,1," $18,482.00 "
ACC-131329,Class-A,Home Improvement,24.8,0," $37,966.00 "
ACC-876973,Class-A,Home Improvement,38.2,0," $28,339.00 "
ACC-531806,UNKNOWN,Home Improvement,,0," $38,750.00 "
ACC-668659,Class-A,Debt Consolidation,55.0,0," $17,169.00 "
ACC-738424,Class-C,Home Improvement,12.5,0," $26,358.00 "
ACC-696568,Class-A,Major Purchase,12.5,0," $19,092.00 "
ACC-332407,Class-A,Debt Consolidation,24.8,0," $16,064.00 "
ACC-203386,Class-A,Small Business,,0," $42,798.00 "
ACC-653980,Class-A,Debt Consolidation,24.8,0," $18,790.00 "
ACC-660361,UNKNOWN,Home Improvement,38.2,0," $40,288.00 "
ACC-333344,Class-A,Small Business,24.8,1," $27,832.00 "
ACC-716593,Class-B,Home Improvement,38.2,0," $14,471.00 "
ACC-807870,Class-C,Debt Consolidation,38.2,0," $7,065.00 "
ACC-321567,Class-A,Small Business,24.8,0," $35,094.00 "
ACC-734609,Class-B,Small Business,24.8,0," $23,469.00 "
ACC-617170,Class-A,Debt Consolidation,24.8,1," $35,648.00 "
ACC-868343,Class-A,Home Improvement,24.8,0," $19,808.00 "
ACC-497357,Class-B,Small Business,38.2,0," $11,776.00 "
ACC-903876,Class-B,Debt Consolidation,,0," $6,809.00 "
ACC-758484,Class-B,Home Improvement,38.2,0," $22,224.00 "
ACC-616604,Class-A,Debt Consolidation,,0," $38,424.00 "
ACC-582173,Class-C,Home Improvement,24.8,1," $33,880.00 "
ACC-225524,Class-A,Major Purchase,12.5,0," $5,292.00 "
ACC-323257,Class-B,Major Purchase,24.8,0," $34,618.00 "
ACC-854135,Class-A,N/A,12.5,0," $13,012.00 "
ACC-403425,Class-B,Major Purchase,38.2,0," $19,719.00 "
ACC-125731,Class-B,Home Improvement,99.9,0," $34,149.00 "
ACC-244572,Class-A,Debt Consolidation,,0," $19,512.00 "
ACC-725379,Class-B,Debt Consolidation,12.5,1," $13,864.00 "
ACC-201444,Class-C,Debt Consolidation,12.5,0," $21,230.00 "
ACC-335107,Class-A,Home Improvement,12.5,0," $7,642.00 "
ACC-978229,Class-C,Debt Consolidation,38.2,0," $26,157.00 "
ACC-616829,,Debt Consolidation,,0," $26,011.00 "
ACC-172724,Class-B,Home Improvement,24.8,0," $9,003.00 "
ACC-384271,Class-A,Debt Consolidation,,1," $31,690.00 "
ACC-736612,Class-A,Debt Consolidation,24.8,0," $11,848.00 "
ACC-815410,Class-C,Major Purchase,38.2,0," $29,105.00 "
ACC-210509,Class-A,Debt Consolidation,12.5,0," $36,414.00 "
ACC-222221,Class-B,Home Improvement,24.8,0," $20,236.00 "
ACC-367520,Class-B,Debt Consolidation,12.5,0," $43,099.00 "
ACC-636713,Class-C,Debt Consolidation,24.8,0," $28,117.00 "
ACC-932058,Class-A,Home Improvement,12.5,0," $34,631.00 "
ACC-362205,Class-B,Debt Consolidation,12.5,0," $43,502.00 "
ACC-391021,,Debt Consolidation,,0," $12,145.00 "
ACC-384194,Class-A,Debt Consolidation,24.8,1," $31,523.00 "
ACC-961354,Class-A,Home Improvement,99.9,0," $28,652.00 "
ACC-647830,Class-B,Home Improvement,12.5,0," $16,882.00 "
ACC-458482,Class-A,Debt Consolidation,12.5,1," $44,051.00 "
ACC-105450,Class-B,Small Business,,0," $12,102.00 "
ACC-938269,Class-A,Small Business,24.8,0," $43,684.00 "
ACC-473297,Class-B,Debt Consolidation,55.0,0," $38,118.00 "
ACC-573981,Class-B,Home Improvement,12.5,0," $29,589.00 "
ACC-892997,Class-B,Debt Consolidation,24.8,0," $36,169.00 "
ACC-924800,Class-B,Major Purchase,99.9,0," $8,329.00 "
ACC-254447,Class-B,Small Business,12.5,0," $13,631.00 "
ACC-257144,Class-B,Debt Consolidation,24.8,0," $34,779.00 "
ACC-673875,Class-B,Debt Consolidation,,0," $14,805.00 "
ACC-889554,Class-B,Home Improvement,55.0,0," $6,639.00 "
ACC-758472,Class-B,N/A,12.5,0," $19,016.00 "
ACC-367905,Class-B,Debt Consolidation,24.8,0," $26,833.00 "
ACC-182530,Class-C,Debt Consolidation,12.5,0," $39,585.00 "
ACC-975012,Class-B,N/A,12.5,1," $41,101.00 "
ACC-791353,Class-C,N/A,24.8,0," $40,256.00 "
ACC-719533,Class-A,Home Improvement,12.5,0," $13,451.00 "
ACC-166907,Class-A,Debt Consolidation,38.2,0," $35,275.00 "
ACC-555452,Class-B,Debt Consolidation,38.2,0," $6,055.00 "
ACC-609866,Class-A,Debt Consolidation,55.0,0," $9,410.00 "
ACC-908265,,Debt Consolidation,,0," $22,130.00 "
ACC-958089,Class-C,Debt Consolidation,12.5,0," $25,743.00 "
ACC-885145,Class-C,Home Improvement,38.2,1," $42,860.00 "
ACC-489098,,Home Improvement,,0," $20,214.00 "
ACC-588039,Class-C,N/A,,0," $20,495.00 "
ACC-991830,Class-B,Debt Consolidation,38.2,0," $8,019.00 "
ACC-293454,Class-C,Home Improvement,55.0,0," $11,136.00 "
ACC-802489,,Home Improvement,,0," $20,018.00 "
ACC-929041,Class-B,Debt Consolidation,38.2,0," $41,847.00 "
ACC-489131,Class-A,Home Improvement,12.5,0," $8,042.00 "
ACC-679916,Class-B,Debt Consolidation,38.2,0," $13,926.00 "
ACC-884765,,Debt Consolidation,,0," $32,446.00 "
ACC-475936,Class-A,Small Business,12.5,0," $12,905.00 "
ACC-735384,Class-C,Debt Consolidation,24.8,0," $9,950.00 "
ACC-911963,Class-B,Major Purchase,24.8,0," $15,861.00 "
ACC-416774,Class-B,Small Business,55.0,0," $13,895.00 "
ACC-351174,Class-A,Major Purchase,38.2,0," $32,006.00 "
ACC-140838,Class-A,Small Business,,0," $16,600.00 "
ACC-284723,Class-B,Debt Consolidation,,0," $24,770.00 "
ACC-961410,Class-C,Home Improvement,24.8,0," $36,131.00 "
ACC-260891,Class-B,Major Purchase,38.2,0," $11,550.00 "
ACC-333591,Class-A,Debt Consolidation,12.5,1," $43,416.00 "
ACC-653823,Class-B,Debt Consolidation,38.2,0," $27,655.00 "
ACC-566725,Class-A,Debt Consolidation,24.8,1," $26,011.00 "
ACC-838521,Class-B,Debt Consolidation,24.8,1," $31,466.00 "
ACC-752684,Class-B,N/A,-1.5,0," $6,581.00 "
ACC-105523,Class-B,Home Improvement,24.8,0," $12,992.00 "
ACC-818437,Class-A,Small Business,24.8,0," $26,870.00 "
ACC-246205,Class-A,Home Improvement,24.8,0," $8,891.00 "
ACC-864419,Class-C,Small Business,12.5,0," $35,114.00 "
ACC-403869,Class-B,Home Improvement,55.0,0," $40,102.00 "
ACC-910585,Class-C,Home Improvement,12.5,0," $21,870.00 "
ACC-989382,Class-C,Small Business,38.2,0," $23,245.00 "
ACC-594436,UNKNOWN,Debt Consolidation,38.2,0," $9,120.00 "
ACC-894590,Class-C,Debt Consolidation,,0," $16,103.00 "
ACC-313339,Class-B,Debt Consolidation,55.0,0," $37,407.00 "
ACC-425290,,Small Business,,0," $23,140.00 "
ACC-909575,Class-B,Debt Consolidation,99.9,0," $5,637.00 "
ACC-175637,Class-B,Small Business,55.0,0," $12,767.00 "
ACC-137057,Class-B,Home Improvement,38.2,0," $27,713.00 "
ACC-328560,Class-B,Major Purchase,55.0,1," $22,466.00 "
ACC-680936,Class-A,Debt Consolidation,99.9,0," $24,687.00 "
ACC-847299,Class-A,Home Improvement,24.8,0," $25,516.00 "
ACC-537459,Class-A,Home Improvement,,0," $10,616.00 "
ACC-416600,Class-B,Home Improvement,38.2,0," $8,917.00 "
ACC-200789,Class-C,Debt Consolidation,55.0,0," $23,156.00 "
ACC-831191,Class-A,Debt Consolidation,38.2,0," $33,340.00 "
ACC-954872,Class-B,Home Improvement,24.8,0," $13,435.00 "
ACC-217073,Class-A,Debt Consolidation,55.0,0," $21,277.00 "
ACC-234374,Class-B,Debt Consolidation,12.5,0," $40,504.00 "
ACC-541493,Class-A,N/A,24.8,0," $5,704.00 "
ACC-242927,Class-A,Small Business,12.5,0," $28,557.00 "
ACC-847509,Class-A,Home Improvement,12.5,0," $10,240.00 "
ACC-181765,,N/A,,0," $33,903.00 "
ACC-644626,Class-A,Debt Consolidation,24.8,0," $36,571.00 "
ACC-904945,Class-C,Small Business,12.5,0," $24,965.00 "
ACC-985568,Class-B,Small Business,12.5,0," $36,789.00 "
ACC-759941,Class-A,N/A,38.2,0," $29,454.00 "
ACC-479958,Class-C,Home Improvement,,0," $31,664.00 "
ACC-236659,UNKNOWN,Small Business,12.5,0," $6,899.00 "
ACC-850985,Class-A,Debt Consolidation,12.5,0," $12,582.00 "
ACC-725349,Class-A,Home Improvement,12.5,0," $30,561.00 "
ACC-528537,Class-B,Debt Consolidation,55.0,0," $38,836.00 "
ACC-529734,Class-A,Debt Consolidation,99.9,0," $39,420.00 "
ACC-730859,Class-A,Debt Consolidation,24.8,0," $39,118.00 "
ACC-772533,Class-B,Small Business,38.2,0," $40,096.00 "
ACC-965995,Class-C,Debt Consolidation,12.5,0," $14,003.00 "
ACC-583077,Class-B,Debt Consolidation,12.5,0," $10,069.00 "
ACC-408740,Class-C,Debt Consolidation,38.2,0," $34,188.00 "
ACC-858796,Class-B,Major Purchase,38.2,0," $38,709.00 "
ACC-921178,UNKNOWN,Major Purchase,12.5,0," $25,722.00 "
ACC-974631,Class-B,Debt Consolidation,38.2,0," $27,691.00 "
ACC-633655,Class-C,Small Business,24.8,0," $16,164.00 "
ACC-245946,Class-B,Small Business,12.5,0," $10,652.00 "
ACC-131789,UNKNOWN,Debt Consolidation,12.5,0," $41,330.00 "
ACC-925792,Class-C,Home Improvement,12.5,0," $41,914.00 "
ACC-575161,Class-A,Home Improvement,12.5,0," $28,660.00 "
ACC-537867,Class-A,Home Improvement,55.0,0," $6,531.00 "
ACC-477581,Class-A,Home Improvement,55.0,0," $20,868.00 "
ACC-146115,Class-A,Debt Consolidation,38.2,0," $22,919.00 "
ACC-147202,Class-A,Small Business,12.5,0," $19,456.00 "
ACC-792603,Class-A,Home Improvement,55.0,0," $23,051.00 "
ACC-924566,Class-B,Home Improvement,55.0,1," $29,661.00 "
ACC-763593,Class-C,Debt Consolidation,38.2,0," $26,068.00 "
ACC-820040,Class-B,Major Purchase,38.2,0," $17,106.00 "
ACC-996238,Class-B,Home Improvement,24.8,0," $7,724.00 "
ACC-301488,Class-A,Debt Consolidation,55.0,0," $11,950.00 "
ACC-490606,Class-B,Debt Consolidation,,0," $44,544.00 "
ACC-561835,Class-B,Home Improvement,24.8,0," $6,388.00 "
ACC-589667,Class-A,Home Improvement,38.2,0," $16,874.00 "
ACC-705642,Class-B,Debt Consolidation,,0," $13,483.00 "
ACC-795773,Class-C,Home Improvement,,1," $22,833.00 "
ACC-703855,,Major Purchase,,0," $37,012.00 "
ACC-966394,UNKNOWN,Home Improvement,24.8,0," $5,858.00 "
ACC-517385,Class-C,Debt Consolidation,38.2,0," $37,555.00 "
ACC-163796,Class-B,N/A,12.5,0," $27,811.00 "
ACC-942121,Class-A,Debt Consolidation,12.5,0," $33,082.00 "
ACC-820870,Class-B,Debt Consolidation,12.5,0," $30,439.00 "
ACC-582039,UNKNOWN,Home Improvement,24.8,0," $34,854.00 "
ACC-692320,Class-A,Home Improvement,12.5,0," $22,470.00 "
ACC-621519,UNKNOWN,Debt Consolidation,24.8,0," $15,468.00 "
ACC-249240,Class-A,Home Improvement,99.9,0," $26,968.00 "
ACC-198552,Class-A,N/A,38.2,1," $21,476.00 "
ACC-709667,Class-B,Home Improvement,24.8,0," $39,953.00 "
ACC-451184,,Home Improvement,,1," $43,370.00 "
ACC-319141,Class-A,Debt Consolidation,24.8,1," $30,478.00 "
ACC-104778,Class-A,Major Purchase,12.5,0," $16,549.00 "
ACC-693233,Class-B,Home Improvement,12.5,0," $25,160.00 "
ACC-227697,UNKNOWN,Home Improvement,24.8,0," $37,520.00 "
ACC-918717,Class-A,Home Improvement,12.5,0," $40,591.00 "
ACC-168919,Class-A,Debt Consolidation,24.8,0," $40,573.00 "
ACC-610102,Class-B,Major Purchase,24.8,0," $5,445.00 "
ACC-199394,Class-B,Home Improvement,12.5,0," $35,471.00 "
ACC-739477,Class-A,Debt Consolidation,12.5,0," $18,924.00 "
ACC-147997,Class-A,Debt Consolidation,55.0,0," $27,949.00 "
ACC-207036,Class-B,Debt Consolidation,12.5,0," $27,894.00 "
ACC-443865,Class-B,Small Business,,0," $22,928.00 "
ACC-624866,Class-B,Debt Consolidation,38.2,0," $36,249.00 "
ACC-881226,UNKNOWN,N/A,12.5,0," $6,801.00 "
ACC-175602,Class-A,Debt Consolidation,12.5,0," $8,190.00 "
ACC-891928,Class-A,Debt Consolidation,38.2,0," $35,314.00 "
ACC-933978,Class-A,Small Business,38.2,0," $30,642.00 "
ACC-245115,Class-B,Debt Consolidation,12.5,1," $14,507.00 "
ACC-499750,Class-C,Small Business,12.5,0," $26,738.00 "
ACC-896674,Class-A,Debt Consolidation,12.5,0," $6,891.00 "
ACC-135799,Class-B,Home Improvement,38.2,0," $19,920.00 "
ACC-164286,Class-A,Debt Consolidation,38.2,0," $14,283.00 "
ACC-514886,Class-A,Debt Consolidation,12.5,0," $8,558.00 "
ACC-209778,Class-B,Home Improvement,55.0,0," $39,185.00 "
ACC-687547,Class-B,Home Improvement,24.8,0," $11,234.00 "
ACC-764439,Class-B,Debt Consolidation,12.5,0," $26,446.00 "
ACC-751816,Class-A,Debt Consolidation,12.5,0," $35,925.00 "
ACC-522759,Class-B,Debt Consolidation,12.5,0," $33,931.00 "
ACC-650271,Class-A,Home Improvement,12.5,0," $9,047.00 "
ACC-101845,Class-C,Small Business,12.5,0," $35,269.00 "
ACC-335191,Class-A,Debt Consolidation,12.5,0," $39,358.00 "
ACC-259862,Class-B,Small Business,55.0,0," $16,538.00 "
ACC-911784,Class-A,Home Improvement,38.2,0," $37,396.00 "
ACC-111814,Class-A,Small Business,,0," $27,058.00 "
ACC-683013,Class-A,Major Purchase,38.2,0," $31,256.00 "
ACC-938756,Class-B,Debt Consolidation,55.0,0," $35,422.00 "
ACC-732778,Class-A,Small Business,24.8,0," $18,883.00 "
ACC-515681,Class-A,Debt Consolidation,38.2,0," $42,849.00 "
ACC-838365,Class-B,Debt Consolidation,24.8,0," $41,746.00 "
ACC-964644,Class-B,Debt Consolidation,38.2,0," $18,000.00 "
ACC-836753,Class-A,Debt Consolidation,,0," $9,350.00 "
ACC-896599,Class-A,N/A,12.5,0," $38,677.00 "
ACC-644231,Class-A,Debt Consolidation,24.8,0," $34,010.00 "
ACC-256239,Class-A,Small Business,55.0,0," $44,328.00 "
ACC-156517,Class-B,Debt Consolidation,,0," $36,804.00 "
ACC-137703,Class-B,Home Improvement,24.8,0," $44,079.00 "
ACC-211203,,Debt Consolidation,,1," $25,984.00 "
ACC-708882,Class-C,Debt Consolidation,12.5,0," $20,579.00 "
ACC-168856,Class-B,Debt Consolidation,24.8,0," $8,836.00 "
ACC-478414,Class-A,Home Improvement,55.0,0," $21,202.00 "
ACC-393425,,N/A,,0," $13,688.00 "
ACC-183945,Class-A,Small Business,38.2,0," $10,648.00 "
ACC-601729,Class-A,Home Improvement,38.2,0," $24,402.00 "
ACC-809350,Class-A,Debt Consolidation,12.5,0," $43,823.00 "
ACC-992103,,Debt Consolidation,,0," $14,566.00 "
ACC-241160,Class-B,Debt Consolidation,12.5,0," $40,830.00 "
ACC-459044,Class-B,Home Improvement,24.8,0," $22,506.00 "
ACC-118739,Class-A,Home Improvement,55.0,0," $10,108.00 "
ACC-317008,Class-B,N/A,24.8,0," $30,269.00 "
ACC-949676,Class-A,Debt Consolidation,38.2,1," $40,908.00 "
ACC-521997,Class-C,Debt Consolidation,55.0,0," $19,447.00 "
ACC-391649,Class-A,Small Business,-1.5,0," $6,481.00 "
ACC-942590,Class-A,Small Business,,0," $25,408.00 "
ACC-487842,Class-A,Home Improvement,24.8,1," $31,538.00 "
ACC-546537,Class-B,Debt Consolidation,24.8,1," $43,347.00 "
ACC-463137,Class-B,N/A,12.5,0," $42,625.00 "
ACC-786327,Class-A,Small Business,,0," $13,258.00 "
ACC-609021,Class-B,Small Business,12.5,1," $25,425.00 "
ACC-567165,Class-A,Home Improvement,24.8,0," $40,705.00 "
ACC-570461,Class-A,Small Business,12.5,0," $5,837.00 "
ACC-533918,Class-A,Debt Consolidation,55.0,0," $20,558.00 "
ACC-308803,Class-A,Home Improvement,55.0,0," $26,558.00 "
ACC-290322,Class-B,Home Improvement,55.0,0," $14,668.00 "
ACC-114244,Class-A,Debt Consolidation,12.5,0," $29,785.00 "
ACC-309659,Class-B,Debt Consolidation,38.2,1," $30,772.00 "
ACC-493271,Class-A,Small Business,12.5,0," $35,333.00 "
ACC-783693,Class-C,Debt Consolidation,12.5,0," $7,740.00 "
ACC-806912,Class-B,Debt Consolidation,12.5,0," $12,589.00 "
ACC-429652,Class-B,N/A,,0," $18,917.00 "
ACC-252229,Class-A,Home Improvement,24.8,0," $27,726.00 "
ACC-518774,Class-B,Home Improvement,38.2,0," $8,853.00 "
ACC-247517,Class-A,Debt Consolidation,38.2,0," $24,978.00 "
ACC-369118,Class-C,Home Improvement,55.0,0," $33,676.00 "
ACC-453419,Class-B,Home Improvement,12.5,1," $40,693.00 "
ACC-522917,Class-C,Debt Consolidation,12.5,0," $6,613.00 "
ACC-345288,Class-B,Home Improvement,24.8,0," $19,965.00 "
ACC-936216,Class-A,Home Improvement,24.8,0," $14,055.00 "
ACC-987148,,Major Purchase,,0," $31,796.00 "
ACC-719650,Class-B,N/A,24.8,0," $6,452.00 "
ACC-102210,Class-B,Home Improvement,38.2,0," $7,436.00 "
ACC-886620,Class-A,Small Business,55.0,0," $40,768.00 "
ACC-340543,Class-C,Home Improvement,24.8,0," $12,174.00 "
ACC-872785,Class-C,N/A,12.5,0," $15,734.00 "
ACC-509189,Class-C,Debt Consolidation,55.0,0," $28,435.00 "
ACC-221471,UNKNOWN,Small Business,12.5,0," $17,500.00 "
ACC-120477,Class-B,Home Improvement,24.8,0," $38,657.00 "
ACC-765018,Class-B,Major Purchase,12.5,0," $41,102.00 "
ACC-111281,Class-B,Small Business,24.8,0," $28,395.00 "
ACC-164214,Class-B,Home Improvement,55.0,1," $43,604.00 "
ACC-343924,Class-A,Debt Consolidation,12.5,1," $12,078.00 "
ACC-152124,Class-B,Home Improvement,24.8,0," $11,067.00 "
ACC-104729,Class-A,Debt Consolidation,12.5,0," $28,332.00 "
ACC-233672,Class-B,Major Purchase,24.8,0," $8,996.00 "
ACC-467236,Class-B,Debt Consolidation,38.2,0," $30,164.00 "
ACC-226563,Class-B,N/A,12.5,0," $12,993.00 "
ACC-902076,Class-C,Small Business,24.8,0," $6,811.00 "
ACC-881005,Class-B,Small Business,,0," $31,163.00 "
ACC-466904,Class-B,Debt Consolidation,12.5,0," $5,628.00 "
ACC-681739,Class-A,Major Purchase,,0," $22,069.00 "
ACC-281545,Class-A,Debt Consolidation,55.0,0," $35,098.00 "
ACC-811485,Class-C,Home Improvement,,0," $12,526.00 "
ACC-795771,Class-B,Home Improvement,38.2,0," $29,316.00 "
ACC-269366,,Debt Consolidation,,0," $21,820.00 "
ACC-423079,Class-C,Home Improvement,24.8,0," $19,928.00 "
ACC-766206,Class-B,Major Purchase,,0," $12,727.00 "
ACC-273041,Class-A,Debt Consolidation,38.2,0," $38,963.00 "
ACC-902428,Class-A,Debt Consolidation,38.2,0," $39,870.00 "
ACC-524576,Class-A,Small Business,24.8,0," $24,733.00 "
ACC-921628,Class-B,Home Improvement,38.2,0," $5,049.00 "
ACC-139630,Class-B,Home Improvement,38.2,0," $31,657.00 "
ACC-664965,Class-B,Major Purchase,,0," $35,602.00 "
ACC-713899,Class-C,Home Improvement,,0," $30,627.00 "
ACC-430846,Class-A,Debt Consolidation,38.2,0," $44,106.00 "
ACC-617955,UNKNOWN,Small Business,24.8,0," $27,449.00 "
ACC-890348,Class-B,Small Business,,0," $25,488.00 "
ACC-278125,Class-C,Debt Consolidation,55.0,0," $35,825.00 "
ACC-924317,,Small Business,,0," $36,115.00 "
ACC-590333,Class-B,Small Business,24.8,0," $36,930.00 "
ACC-645290,Class-B,Home Improvement,24.8,0," $26,185.00 "
ACC-860155,Class-B,Home Improvement,38.2,0," $10,558.00 "
ACC-600318,Class-A,Small Business,12.5,0," $8,664.00 "
ACC-926829,Class-A,Small Business,99.9,0," $23,666.00 "
ACC-546142,Class-C,Debt Consolidation,55.0,0," $19,743.00 "
ACC-200801,Class-A,N/A,38.2,0," $26,358.00 "
ACC-997901,Class-B,Debt Consolidation,38.2,0," $28,174.00 "
ACC-107860,Class-C,Debt Consolidation,55.0,0," $19,896.00 "
ACC-442253,Class-B,Small Business,24.8,0," $29,783.00 "
ACC-143019,,Debt Consolidation,,0," $16,677.00 "
ACC-651844,Class-B,Home Improvement,,0," $7,156.00 "
ACC-587310,Class-B,N/A,24.8,0," $35,629.00 "
ACC-961128,Class-B,Debt Consolidation,55.0,1," $22,703.00 "
ACC-333661,Class-A,Debt Consolidation,12.5,0," $34,964.00 "
ACC-240190,Class-C,Small Business,12.5,1," $39,389.00 "
ACC-125139,Class-A,Home Improvement,12.5,0," $36,632.00 "
ACC-932579,Class-A,Debt Consolidation,-1.5,0," $33,110.00 "
ACC-372134,Class-A,Debt Consolidation,55.0,0," $33,812.00 "
ACC-260827,,Debt Consolidation,,1," $38,793.00 "
ACC-649294,Class-B,Small Business,,0," $13,304.00 "
ACC-677631,Class-A,Debt Consolidation,55.0,1," $40,755.00 "
ACC-975165,Class-A,Small Business,55.0,1," $38,880.00 "
ACC-251213,Class-B,Debt Consolidation,,0," $8,682.00 "
ACC-405441,Class-C,Small Business,12.5,0," $26,347.00 "
ACC-568239,Class-A,Debt Consolidation,55.0,0," $31,567.00 "
ACC-388457,Class-B,Debt Consolidation,,0," $41,439.00 "
ACC-869084,Class-C,Debt Consolidation,24.8,0," $6,411.00 "
ACC-323856,Class-B,Home Improvement,12.5,0," $6,732.00 "
ACC-977706,Class-B,Debt Consolidation,24.8,0," $25,796.00 "
ACC-297798,Class-B,Debt Consolidation,24.8,0," $19,331.00 "
ACC-414148,Class-C,Debt Consolidation,24.8,0," $14,640.00 "
ACC-342622,Class-A,Debt Consolidation,24.8,0," $10,533.00 "
ACC-364701,Class-B,Home Improvement,38.2,0," $38,611.00 "
ACC-816754,Class-A,Small Business,24.8,0," $8,194.00 "
ACC-750348,Class-B,Small Business,38.2,0," $24,227.00 "
ACC-821337,Class-B,Small Business,12.5,0," $15,931.00 "
ACC-670820,Class-A,Debt Consolidation,55.0,0," $14,343.00 "
ACC-664651,Class-C,Debt Consolidation,,1," $33,049.00 "
ACC-910460,Class-B,Small Business,55.0,0," $33,597.00 "
ACC-519322,Class-B,Small Business,12.5,0," $42,767.00 "
ACC-537983,Class-B,Debt Consolidation,55.0,0," $24,736.00 "
ACC-262252,Class-C,Home Improvement,24.8,0," $8,596.00 "
ACC-817363,Class-B,Small Business,12.5,0," $41,873.00 "
ACC-869999,Class-A,Home Improvement,24.8,0," $7,955.00 "
ACC-956563,,Debt Consolidation,,0," $26,002.00 "
ACC-421976,UNKNOWN,Home Improvement,99.9,0," $20,371.00 "
ACC-598179,Class-A,Debt Consolidation,12.5,0," $12,468.00 "
ACC-513127,,Small Business,,0," $8,780.00 "
ACC-546020,Class-B,Debt Consolidation,38.2,0," $23,774.00 "
ACC-790526,Class-A,Debt Consolidation,12.5,0," $42,040.00 "
ACC-122449,Class-A,Small Business,12.5,0," $42,387.00 "
ACC-430228,Class-C,Home Improvement,12.5,0," $19,202.00 "
ACC-307028,Class-B,Major Purchase,12.5,0," $43,662.00 "
ACC-821313,Class-B,Small Business,38.2,0," $43,851.00 "
ACC-545393,Class-B,Home Improvement,12.5,0," $16,198.00 "
ACC-598046,Class-B,Home Improvement,24.8,0," $16,597.00 "
ACC-530525,Class-B,Debt Consolidation,12.5,1," $21,314.00 "
ACC-180194,Class-A,Debt Consolidation,12.5,0," $33,170.00 "
ACC-514212,Class-A,Debt Consolidation,24.8,0," $11,778.00 "
ACC-891436,Class-A,Debt Consolidation,55.0,0," $34,594.00 "
ACC-407324,Class-B,Debt Consolidation,12.5,0," $30,184.00 "
ACC-565110,Class-A,Debt Consolidation,38.2,0," $9,168.00 "
ACC-400663,Class-B,Home Improvement,38.2,0," $43,622.00 "
ACC-520212,Class-B,Home Improvement,24.8,0," $38,525.00 "
ACC-469075,Class-A,Small Business,12.5,0," $35,316.00 "
ACC-792603,Class-C,Small Business,12.5,0," $24,946.00 "
ACC-200215,Class-C,Debt Consolidation,24.8,0," $42,249.00 "
ACC-486895,Class-A,Major Purchase,-1.5,0," $15,084.00 "
ACC-290131,Class-A,Home Improvement,38.2,0," $22,488.00 "
ACC-240154,Class-C,Major Purchase,12.5,0," $15,830.00 "
ACC-765553,Class-A,Debt Consolidation,24.8,0," $15,057.00 "
ACC-174964,Class-B,Debt Consolidation,12.5,0," $5,230.00 "
ACC-184290,Class-C,Debt Consolidation,,0," $43,584.00 "
ACC-426940,Class-C,Major Purchase,,0," $39,071.00 "
