Employee_ID,Job_Title,Department,Years_Experience,Performance_Tier,Annual_Salary_USD
EMP-67551,Project Manager,Marketing,99.0,Level-1 (Low),36982.74119191744
EMP-84022,software engineer,Marketing,1.0,Level-2 (Medium),101226.58057343223
EMP-17969,software engineer,Human Resources,35.0,Level-2 (Medium),171687.62648097487
EMP-32411,software engineer,Human Resources,8.0,MISSING,143192.20422830162
EMP-87384,UNKNOWN,Marketing,12.0,Level-2 (Medium),38860.957008691345
EMP-97260,data analyst,Engineering,3.0,Level-2 (Medium),119197.72003652285
EMP-41608,SOFTWARE ENGINEER,Human Resources,3.0,Level-1 (Low),90077.69801057948
EMP-90075,,Finance,35.0,Level-1 (Low),
EMP-21710,software engineer,Marketing,5.0,Level-3 (High),62258.13302312638
EMP-89026,SOFTWARE ENGINEER,Marketing,35.0,Level-2 (Medium),124084.0841319022
EMP-89902,UNKNOWN,Engineering,8.0,Level-3 (High),139462.88469416043
EMP-63525,Software Engineer,Finance,8.0,Level-2 (Medium),124323.96528306791
EMP-34047,Project Manager,Human Resources,5.0,Level-2 (Medium),150846.29282397724
EMP-41818,UNKNOWN,Finance,12.0,Level-1 (Low),36275.58127238671
EMP-41230,data analyst,Human Resources,5.0,Level-1 (Low),173854.76721137686
EMP-18146,Software Engineer,Human Resources,1.0,Level-1 (Low),51043.410556079216
EMP-28885,software engineer,Finance,3.0,Level-1 (Low),47254.77418820457
EMP-70478,software engineer,Marketing,8.0,Level-1 (Low),30455.541259222053
EMP-17104,  Manager  ,Human Resources,3.0,Level-1 (Low),38937.44376831481
EMP-37703,software engineer,Engineering,3.0,Level-2 (Medium),95829.50986810397
EMP-52888,SOFTWARE ENGINEER,Engineering,3.0,Level-2 (Medium),101561.47354045534
EMP-75475,software engineer,Human Resources,5.0,Level-3 (High),134541.2256246133
EMP-76153,Data Analyst,Engineering,3.0,Level-2 (Medium),66361.30210323498
EMP-37845,  Manager  ,Human Resources,8.0,Level-1 (Low),106581.69590609355
EMP-54510,Software Engineer,Marketing,3.0,Level-3 (High),112730.73644892436
EMP-72843,SOFTWARE ENGINEER,Human Resources,8.0,Level-2 (Medium),183129.0249425219
EMP-67088,UNKNOWN,Engineering,5.0,Level-2 (Medium),51066.9841983387
EMP-37955,Software Engineer,Engineering,35.0,Level-3 (High),168320.67061905
EMP-50789,Data Analyst,Engineering,5.0,Level-3 (High),171224.24355036413
EMP-50718,Software Engineer,Human Resources,99.0,Level-2 (Medium),168160.74286090804
EMP-82037,  Manager  ,Finance,8.0,Level-2 (Medium),93279.98925286185
EMP-33571,  Manager  ,Engineering,1.0,Level-3 (High),95633.05561634568
EMP-88126,,Human Resources,8.0,Level-2 (Medium),
EMP-23285,software engineer,Finance,5.0,Level-2 (Medium),138350.3803538715
EMP-79969,software engineer,Marketing,3.0,Level-1 (Low),107476.048150346
EMP-18675,software engineer,Finance,5.0,Level-3 (High),34382.43221004747
EMP-39962,Software Engineer,N/A,1.0,Level-2 (Medium),82355.55623386963
EMP-40220,Data Analyst,Finance,35.0,Level-1 (Low),174176.73059291256
EMP-78033,  Manager  ,Marketing,35.0,Level-2 (Medium),63227.90538432418
EMP-71551,Data Analyst,Engineering,,Level-1 (Low),167714.82007148463
EMP-10042,Software Engineer,Engineering,3.0,Level-1 (Low),45572.06953759951
EMP-28584,Data Analyst,Finance,8.0,Level-2 (Medium),42152.29612765981
EMP-27910,Project Manager,Engineering,,Level-2 (Medium),130098.47914527233
EMP-74057,Software Engineer,Engineering,3.0,Level-3 (High),181730.44237564146
EMP-98443,data analyst,Human Resources,5.0,Level-2 (Medium),91689.53023164223
EMP-47540,SOFTWARE ENGINEER,Engineering,8.0,Level-3 (High),74602.46552843113
EMP-21799,Data Analyst,Finance,12.0,Level-3 (High),184898.08563000394
EMP-82489,Project Manager,N/A,8.0,Level-2 (Medium),177093.27359494852
EMP-48111,software engineer,Marketing,3.0,Level-2 (Medium),91453.9696604811
EMP-73616,Software Engineer,Engineering,5.0,Level-1 (Low),27677.801488018864
EMP-58197,data analyst,Marketing,5.0,Level-2 (Medium),145536.44097657548
EMP-71147,SOFTWARE ENGINEER,Human Resources,8.0,Level-3 (High),175975.53156738
EMP-19603,data analyst,Engineering,1.0,Level-2 (Medium),94526.77124698841
EMP-27858,Software Engineer,Human Resources,12.0,Level-3 (High),109525.13691798337
EMP-69603,Software Engineer,Marketing,35.0,Level-2 (Medium),179251.3229956423
EMP-98185,SOFTWARE ENGINEER,Finance,12.0,Level-1 (Low),33429.763107529274
EMP-31136,,Finance,,Level-2 (Medium),
EMP-97397,Software Engineer,Marketing,,Level-2 (Medium),137104.9912367661
EMP-52775,SOFTWARE ENGINEER,N/A,-2.0,Level-3 (High),82728.86726721091
EMP-51732,Software Engineer,Marketing,1.0,Level-1 (Low),162882.97157006108
EMP-66682,Project Manager,Engineering,3.0,Level-3 (High),107124.6878685042
EMP-61797,Data Analyst,Engineering,12.0,Level-3 (High),28624.118827081482
EMP-43984,Data Analyst,Human Resources,12.0,Level-3 (High),28370.10028597504
EMP-93716,software engineer,Human Resources,5.0,Level-3 (High),169983.0287359925
EMP-83312,Project Manager,Marketing,5.0,Level-2 (Medium),114229.86910560034
EMP-69973,Data Analyst,Engineering,5.0,Level-2 (Medium),38646.227304435124
EMP-45395,data analyst,Marketing,5.0,Level-3 (High),35152.633113530275
EMP-66921,Software Engineer,Marketing,8.0,Level-3 (High),167144.65304341144
EMP-75077,software engineer,Finance,,Level-3 (High),135597.07062469344
EMP-45000,software engineer,Engineering,8.0,Level-1 (Low),89613.23687658737
EMP-41742,software engineer,Engineering,12.0,Level-1 (Low),31148.86175203795
EMP-90019,Project Manager,Marketing,3.0,Level-1 (Low),184427.4228494785
EMP-60211,SOFTWARE ENGINEER,Marketing,3.0,Level-3 (High),98202.8790224793
EMP-23869,,Marketing,,Level-3 (High),
EMP-14260,Data Analyst,Marketing,35.0,Level-1 (Low),170619.89407039032
EMP-39182,SOFTWARE ENGINEER,Marketing,3.0,MISSING,30784.45213732282
EMP-12397,software engineer,Engineering,,Level-2 (Medium),140446.83142308117
EMP-76232,software engineer,Engineering,1.0,Level-2 (Medium),61225.910660722395
EMP-76243,SOFTWARE ENGINEER,Human Resources,35.0,Level-2 (Medium),95846.6328714396
EMP-22044,SOFTWARE ENGINEER,Engineering,,Level-1 (Low),126404.21266240557
EMP-80758,data analyst,Marketing,35.0,Level-3 (High),165642.68124551277
EMP-69881,Software Engineer,Engineering,99.0,Level-2 (Medium),31379.509246753656
EMP-14374,SOFTWARE ENGINEER,Engineering,12.0,Level-1 (Low),115282.90248409678
EMP-69467,Data Analyst,Finance,8.0,Level-2 (Medium),162739.9937833835
EMP-84144,Project Manager,Marketing,35.0,Level-2 (Medium),167628.02308493305
EMP-47780,data analyst,Marketing,35.0,Level-2 (Medium),73271.1431737103
EMP-66711,Data Analyst,Engineering,1.0,Level-1 (Low),73290.63658423958
EMP-19545,software engineer,Engineering,5.0,Level-1 (Low),120978.16444614055
EMP-59544,,Marketing,3.0,MISSING,
EMP-38555,software engineer,Engineering,1.0,Level-2 (Medium),34323.881557385306
EMP-87612,Software Engineer,Engineering,1.0,Level-1 (Low),102641.11562355653
EMP-20411,software engineer,Marketing,12.0,Level-2 (Medium),184056.51738598463
EMP-65126,software engineer,Finance,8.0,Level-2 (Medium),42692.59019486274
EMP-57060,Data Analyst,Marketing,35.0,Level-3 (High),127388.54237253925
EMP-36919,,Marketing,5.0,Level-2 (Medium),
EMP-21846,Data Analyst,Marketing,5.0,Level-3 (High),76455.31278040196
EMP-27187,Data Analyst,Marketing,8.0,Level-2 (Medium),78171.85493673467
EMP-85687,SOFTWARE ENGINEER,Marketing,,Level-2 (Medium),155787.39825888586
EMP-11487,Project Manager,Finance,3.0,Level-1 (Low),101263.61426030769
EMP-40530,  Manager  ,Human Resources,12.0,Level-2 (Medium),159930.66246846685
EMP-92230,software engineer,Finance,12.0,MISSING,83119.3479142572
EMP-94511,Software Engineer,Marketing,5.0,Level-3 (High),140118.3002581987
EMP-18574,,Finance,12.0,Level-1 (Low),
EMP-46639,Software Engineer,Finance,5.0,Level-2 (Medium),180131.05461412322
EMP-97563,  Manager  ,Human Resources,5.0,Level-2 (Medium),68360.24504378301
EMP-90958,SOFTWARE ENGINEER,Finance,8.0,Level-3 (High),39668.55477831656
EMP-60662,Data Analyst,N/A,1.0,Level-1 (Low),166827.57292823185
EMP-28142,Software Engineer,Marketing,3.0,Level-1 (Low),42613.2838343246
EMP-67183,software engineer,Marketing,1.0,Level-1 (Low),113673.34356846662
EMP-23265,software engineer,Marketing,8.0,Level-2 (Medium),167386.09716796575
EMP-13515,,Marketing,8.0,MISSING,
EMP-53266,software engineer,Engineering,12.0,Level-2 (Medium),119721.12321015145
EMP-36687,data analyst,N/A,5.0,Level-2 (Medium),77253.67033684487
EMP-26697,Data Analyst,Finance,3.0,MISSING,147131.643263954
EMP-88892,Project Manager,Engineering,1.0,Level-1 (Low),78233.24955833222
EMP-28187,software engineer,Finance,1.0,Level-3 (High),104050.63044345194
EMP-94437,Project Manager,Engineering,,Level-1 (Low),59840.775558948284
EMP-78972,Data Analyst,Human Resources,35.0,Level-3 (High),146536.91882623977
EMP-44716,SOFTWARE ENGINEER,Marketing,,Level-2 (Medium),164395.0638210546
EMP-53173,,Engineering,5.0,Level-1 (Low),
EMP-63372,,N/A,12.0,Level-1 (Low),
EMP-43290,data analyst,Engineering,3.0,Level-2 (Medium),182626.68222232326
EMP-74664,software engineer,Marketing,5.0,Level-2 (Medium),64939.07631345221
EMP-37686,data analyst,Marketing,5.0,Level-3 (High),173467.14263181432
EMP-74341,software engineer,Human Resources,8.0,Level-2 (Medium),160211.79567275307
EMP-94378,UNKNOWN,Engineering,5.0,Level-1 (Low),42428.43555876304
EMP-59340,SOFTWARE ENGINEER,Human Resources,1.0,Level-1 (Low),33885.05062110617
EMP-78573,SOFTWARE ENGINEER,Finance,-2.0,Level-2 (Medium),42541.79569133253
EMP-26999,Software Engineer,Marketing,8.0,Level-3 (High),145675.01832202607
EMP-94204,,Engineering,1.0,Level-1 (Low),
EMP-59408,data analyst,Marketing,8.0,Level-3 (High),175057.96838371942
EMP-58357,UNKNOWN,Finance,,Level-2 (Medium),94372.35705123217
EMP-86175,software engineer,Finance,8.0,Level-2 (Medium),133061.9645607223
EMP-75756,Data Analyst,Human Resources,1.0,Level-1 (Low),145470.7706686331
EMP-60713,software engineer,Human Resources,35.0,Level-3 (High),62246.84391657254
EMP-54809,SOFTWARE ENGINEER,Engineering,-2.0,Level-2 (Medium),105006.5199266657
EMP-34073,Data Analyst,Engineering,3.0,Level-2 (Medium),85800.7422013254
EMP-38038,software engineer,Engineering,5.0,Level-2 (Medium),104255.93784091323
EMP-87870,software engineer,Engineering,3.0,Level-2 (Medium),145508.07387513347
EMP-77650,Data Analyst,Finance,3.0,Level-1 (Low),77072.7258137704
EMP-60577,Software Engineer,Engineering,3.0,Level-2 (Medium),174579.55608715466
EMP-85198,Data Analyst,Human Resources,8.0,Level-2 (Medium),111763.59440371403
EMP-63895,SOFTWARE ENGINEER,Engineering,1.0,Level-3 (High),43703.03033007978
EMP-17926,software engineer,Finance,1.0,Level-2 (Medium),107272.2911519644
EMP-26934,Data Analyst,Marketing,12.0,Level-1 (Low),126625.03649560698
EMP-99378,,Engineering,3.0,Level-2 (Medium),
EMP-80414,software engineer,Engineering,35.0,Level-3 (High),175463.1519554039
EMP-45345,software engineer,Finance,8.0,Level-2 (Medium),27688.250219708087
EMP-34395,Project Manager,Engineering,8.0,Level-2 (Medium),71255.62765437775
EMP-86798,software engineer,Engineering,35.0,Level-3 (High),119615.71533879032
EMP-32231,Data Analyst,Finance,12.0,Level-2 (Medium),98020.97153507978
EMP-80917,Data Analyst,Finance,5.0,Level-2 (Medium),154617.5547736411
EMP-88809,  Manager  ,Finance,1.0,Level-2 (Medium),107584.7854531504
EMP-61897,Project Manager,Engineering,12.0,Level-1 (Low),61188.19725085876
EMP-63612,Software Engineer,Finance,5.0,Level-2 (Medium),177024.6447254902
EMP-63336,Software Engineer,Engineering,3.0,Level-2 (Medium),72296.46148905571
EMP-48172,Software Engineer,Engineering,1.0,Level-1 (Low),35800.94227745503
EMP-92766,Software Engineer,Human Resources,12.0,Level-3 (High),94828.80208940523
EMP-93149,Project Manager,Marketing,35.0,Level-2 (Medium),85250.94244271061
EMP-70471,SOFTWARE ENGINEER,Marketing,5.0,Level-1 (Low),154296.35325368075
EMP-76254,Project Manager,Human Resources,3.0,Level-2 (Medium),27444.334216435032
EMP-71192,,Engineering,3.0,Level-2 (Medium),
EMP-40860,software engineer,Marketing,12.0,Level-3 (High),27652.74859348278
EMP-65915,SOFTWARE ENGINEER,Marketing,3.0,Level-1 (Low),138660.93380788935
EMP-54474,software engineer,Engineering,3.0,Level-2 (Medium),40542.17633896846
EMP-35842,software engineer,Human Resources,,Level-3 (High),178269.3620974862
EMP-80041,Data Analyst,Finance,3.0,Level-1 (Low),150516.3034204814
EMP-78790,UNKNOWN,Engineering,1.0,Level-1 (Low),97731.55151916822
EMP-14564,Data Analyst,Engineering,3.0,Level-2 (Medium),157315.43181405743
EMP-24345,SOFTWARE ENGINEER,Finance,5.0,Level-3 (High),122641.44021950538
EMP-59000,software engineer,N/A,5.0,Level-2 (Medium),36341.681140543864
EMP-71311,data analyst,Marketing,3.0,Level-1 (Low),161688.1668710601
EMP-40990,Software Engineer,Finance,35.0,Level-2 (Medium),38973.49483856363
EMP-77549,Data Analyst,N/A,5.0,Level-2 (Medium),74610.15084804472
EMP-23884,UNKNOWN,Engineering,,Level-1 (Low),178163.72159194152
EMP-40829,UNKNOWN,Marketing,1.0,Level-2 (Medium),63013.20896171731
EMP-67397,software engineer,Finance,3.0,Level-3 (High),40453.916401534734
EMP-42731,software engineer,Finance,8.0,Level-1 (Low),87769.28143886395
EMP-54630,Software Engineer,Engineering,8.0,Level-3 (High),47669.11085873419
EMP-37216,Software Engineer,Engineering,99.0,Level-2 (Medium),171125.81219426304
EMP-13301,Software Engineer,Finance,1.0,Level-2 (Medium),181416.79916149503
EMP-35585,SOFTWARE ENGINEER,N/A,1.0,Level-3 (High),88012.16132064025
EMP-34744,SOFTWARE ENGINEER,Human Resources,3.0,Level-2 (Medium),179339.1997006486
EMP-46247,Software Engineer,Engineering,5.0,Level-2 (Medium),141311.1173778982
EMP-48101,Data Analyst,N/A,8.0,Level-2 (Medium),58433.74781732017
EMP-13857,software engineer,N/A,1.0,Level-1 (Low),135214.2153444867
EMP-86301,Software Engineer,Engineering,8.0,Level-3 (High),149144.15368998318
EMP-82889,Data Analyst,Finance,8.0,Level-2 (Medium),25009.06374286494
EMP-67811,data analyst,Marketing,12.0,Level-2 (Medium),39910.27395422279
EMP-50083,  Manager  ,Engineering,5.0,Level-2 (Medium),144282.14789288057
EMP-96175,Data Analyst,Marketing,12.0,Level-3 (High),91918.05723144446
EMP-42042,software engineer,Engineering,-2.0,Level-2 (Medium),39881.98030519124
EMP-22901,Project Manager,Finance,3.0,Level-2 (Medium),108757.12429875621
EMP-71461,Project Manager,Finance,1.0,Level-1 (Low),54889.27118344108
EMP-41181,SOFTWARE ENGINEER,Marketing,5.0,Level-1 (Low),171129.7942800329
EMP-27694,Software Engineer,Engineering,3.0,Level-2 (Medium),29927.341101211056
EMP-90334,Data Analyst,Engineering,5.0,Level-1 (Low),65338.656113651545
EMP-31006,software engineer,Finance,3.0,Level-2 (Medium),45340.7720042501
EMP-77984,  Manager  ,Marketing,5.0,Level-1 (Low),52071.14739304627
EMP-75862,Software Engineer,N/A,1.0,Level-2 (Medium),49966.06890393517
EMP-80950,  Manager  ,Engineering,5.0,Level-2 (Medium),88251.64187312835
EMP-81058,Software Engineer,Marketing,1.0,Level-3 (High),166624.50697485954
EMP-15794,SOFTWARE ENGINEER,Engineering,,Level-2 (Medium),73747.51083261124
EMP-13233,Software Engineer,Marketing,12.0,Level-2 (Medium),116727.67379935134
EMP-14288,Project Manager,Marketing,5.0,Level-2 (Medium),30926.784272799105
EMP-97120,,Finance,1.0,MISSING,
EMP-88195,data analyst,Engineering,8.0,Level-1 (Low),60270.34701532399
EMP-55076,Data Analyst,Finance,12.0,Level-2 (Medium),128015.81377102883
EMP-99493,Project Manager,Engineering,3.0,Level-2 (Medium),155822.15161896258
EMP-12311,Software Engineer,Finance,35.0,Level-2 (Medium),63515.383688588794
EMP-42857,data analyst,Marketing,5.0,Level-2 (Medium),178304.7625097389
EMP-56954,Software Engineer,N/A,8.0,Level-2 (Medium),184804.20650303544
EMP-62275,UNKNOWN,Engineering,1.0,Level-2 (Medium),179042.2032523571
EMP-94763,software engineer,Human Resources,5.0,Level-2 (Medium),104510.67402157685
EMP-57137,software engineer,Engineering,8.0,Level-2 (Medium),74908.02270826887
EMP-20354,Data Analyst,Marketing,1.0,Level-2 (Medium),138861.64940450655
EMP-82407,Software Engineer,Engineering,1.0,Level-2 (Medium),67780.58791358731
EMP-51250,Software Engineer,Engineering,5.0,Level-2 (Medium),101337.1334587538
EMP-44344,SOFTWARE ENGINEER,Engineering,1.0,Level-1 (Low),118652.76446763126
EMP-83654,Project Manager,Engineering,,Level-1 (Low),132192.42699553235
EMP-10694,,Engineering,,Level-1 (Low),
EMP-95418,,Finance,35.0,Level-3 (High),
EMP-61527,,Human Resources,3.0,Level-3 (High),
EMP-83697,Software Engineer,Engineering,8.0,MISSING,111289.92278756197
EMP-39125,UNKNOWN,Finance,8.0,Level-1 (Low),75886.43156731747
EMP-96196,UNKNOWN,Engineering,,Level-1 (Low),50836.73886428027
EMP-52684,data analyst,Engineering,3.0,Level-2 (Medium),156952.94558654685
EMP-61957,software engineer,Engineering,1.0,Level-2 (Medium),102650.68513321484
EMP-39722,  Manager  ,Engineering,3.0,Level-3 (High),90945.81107619009
EMP-32937,Project Manager,Engineering,3.0,Level-1 (Low),148008.41700539182
EMP-96342,data analyst,Engineering,1.0,Level-2 (Medium),33612.47149385516
EMP-64728,,Engineering,1.0,Level-1 (Low),
EMP-20616,SOFTWARE ENGINEER,Marketing,12.0,Level-2 (Medium),28008.9997863041
EMP-44789,data analyst,Engineering,99.0,Level-2 (Medium),165166.1326406081
EMP-40756,Software Engineer,Engineering,3.0,Level-1 (Low),127746.6154398639
EMP-55941,SOFTWARE ENGINEER,Marketing,3.0,Level-1 (Low),53366.068054478754
EMP-82127,UNKNOWN,Finance,1.0,Level-3 (High),138579.45890510193
EMP-31707,Software Engineer,Engineering,,Level-3 (High),117306.27066139923
EMP-76301,Project Manager,Engineering,5.0,MISSING,97659.98635139562
EMP-10389,Data Analyst,Engineering,,Level-3 (High),45952.46626340618
EMP-34224,,Engineering,99.0,Level-2 (Medium),
EMP-40884,Data Analyst,N/A,8.0,Level-1 (Low),144777.391062156
EMP-83810,SOFTWARE ENGINEER,Engineering,5.0,Level-3 (High),99418.2471885603
EMP-66159,Data Analyst,N/A,3.0,Level-3 (High),123595.54380864072
EMP-36611,  Manager  ,Finance,3.0,Level-3 (High),73166.63927417001
EMP-24708,software engineer,Engineering,35.0,Level-2 (Medium),99284.08115630133
EMP-28382,Data Analyst,Engineering,3.0,Level-2 (Medium),171362.25187882796
EMP-78336,software engineer,Engineering,3.0,Level-2 (Medium),29039.636921568235
EMP-95464,software engineer,Finance,1.0,Level-1 (Low),124718.43889267952
EMP-76185,software engineer,Marketing,8.0,Level-1 (Low),173302.134376737
EMP-87353,Data Analyst,Engineering,8.0,Level-3 (High),100832.898767598
EMP-97715,Data Analyst,Engineering,3.0,Level-2 (Medium),181805.09334076414
EMP-96011,software engineer,N/A,1.0,Level-1 (Low),112544.67298113932
EMP-53962,data analyst,Finance,3.0,Level-2 (Medium),126420.87545450471
EMP-18716,Software Engineer,N/A,35.0,Level-2 (Medium),161171.68086976386
EMP-24439,software engineer,Engineering,5.0,Level-1 (Low),177861.10647492827
EMP-36619,UNKNOWN,Human Resources,12.0,Level-1 (Low),167485.543334687
EMP-44464,Software Engineer,Finance,5.0,MISSING,160320.53362660483
EMP-90217,SOFTWARE ENGINEER,Engineering,5.0,Level-3 (High),62565.405911911206
EMP-64581,Project Manager,Engineering,5.0,Level-2 (Medium),162481.13776135308
EMP-39078,SOFTWARE ENGINEER,Engineering,5.0,Level-1 (Low),155513.73779298822
EMP-10209,SOFTWARE ENGINEER,Engineering,8.0,Level-1 (Low),69785.00005696551
EMP-30487,SOFTWARE ENGINEER,Finance,,Level-3 (High),71549.92431713661
EMP-22750,Software Engineer,Finance,3.0,Level-1 (Low),63572.71494373348
EMP-13596,data analyst,Engineering,8.0,Level-3 (High),179159.82743288105
EMP-36034,SOFTWARE ENGINEER,Engineering,5.0,Level-1 (Low),85528.44291461905
EMP-33089,Project Manager,Human Resources,1.0,Level-3 (High),87274.14829337949
EMP-26802,software engineer,Engineering,8.0,Level-1 (Low),40301.12925755514
EMP-59158,Software Engineer,Engineering,3.0,Level-2 (Medium),147733.74552094674
EMP-69613,data analyst,Engineering,12.0,Level-2 (Medium),174684.806611036
EMP-49457,software engineer,Engineering,3.0,Level-2 (Medium),27651.512850496474
EMP-25300,data analyst,Engineering,35.0,Level-1 (Low),42456.47587302791
EMP-66799,Project Manager,Finance,12.0,Level-3 (High),122136.43668196927
EMP-67449,Software Engineer,Marketing,5.0,Level-1 (Low),30802.02982377294
EMP-95717,Software Engineer,Finance,1.0,Level-1 (Low),145260.8992159862
EMP-43933,Software Engineer,Engineering,3.0,Level-3 (High),112278.2840600284
EMP-24383,UNKNOWN,Engineering,3.0,Level-2 (Medium),174616.0945894442
EMP-94370,Project Manager,N/A,1.0,Level-2 (Medium),179842.32674927474
EMP-43550,data analyst,Marketing,1.0,Level-2 (Medium),29507.87136048625
EMP-73352,Data Analyst,Marketing,5.0,Level-2 (Medium),175012.0712066309
EMP-75547,data analyst,Engineering,8.0,Level-2 (Medium),85977.20861059148
EMP-59850,Project Manager,Marketing,8.0,Level-2 (Medium),70673.82681977403
EMP-81473,Software Engineer,Human Resources,35.0,Level-2 (Medium),64459.35099500613
EMP-55206,data analyst,Marketing,35.0,Level-1 (Low),30150.281164584863
EMP-73971,Software Engineer,Marketing,8.0,Level-1 (Low),54225.23264607266
EMP-65373,Software Engineer,Engineering,8.0,Level-1 (Low),135064.8535435403
EMP-28099,Data Analyst,Engineering,1.0,Level-3 (High),93577.09788410064
EMP-63933,Software Engineer,Finance,1.0,Level-2 (Medium),69051.90570811245
EMP-75051,Project Manager,Human Resources,35.0,Level-2 (Medium),90393.26342055449
EMP-19852,Software Engineer,Marketing,35.0,Level-2 (Medium),142283.7056654445
EMP-95576,Data Analyst,N/A,35.0,Level-3 (High),61143.21157531261
EMP-38747,Data Analyst,Marketing,3.0,Level-3 (High),112856.06603515329
EMP-58996,data analyst,Finance,3.0,Level-2 (Medium),86724.20320877679
EMP-74801,Data Analyst,Marketing,3.0,Level-2 (Medium),100348.64471520469
EMP-99892,SOFTWARE ENGINEER,Engineering,3.0,Level-1 (Low),60317.006188672
EMP-91560,Software Engineer,Engineering,3.0,Level-2 (Medium),163681.26558552985
EMP-34624,Data Analyst,Marketing,12.0,Level-3 (High),65563.05079523829
EMP-58713,Project Manager,Engineering,3.0,Level-1 (Low),64245.22607596098
EMP-74057,software engineer,N/A,1.0,Level-3 (High),86655.08229248207
EMP-94563,data analyst,Engineering,,Level-3 (High),77903.28777022052
EMP-71300,UNKNOWN,Human Resources,,Level-2 (Medium),80761.85194234127
EMP-32417,UNKNOWN,Marketing,3.0,Level-3 (High),45802.68611923474
EMP-74228,Software Engineer,Finance,-2.0,MISSING,89662.49908202648
EMP-34675,,Human Resources,5.0,Level-1 (Low),
EMP-34312,Project Manager,Engineering,3.0,Level-2 (Medium),178351.31085684634
EMP-81051,Data Analyst,Human Resources,1.0,Level-3 (High),184927.72598642163
EMP-52039,data analyst,Engineering,3.0,Level-2 (Medium),161756.94636816153
EMP-13661,data analyst,Finance,35.0,Level-3 (High),141111.7937121247
EMP-98728,Software Engineer,Engineering,5.0,Level-2 (Medium),63159.145104789015
EMP-17802,Data Analyst,Marketing,1.0,Level-3 (High),138678.12555853167
EMP-39566,Project Manager,Engineering,-2.0,Level-1 (Low),90369.01891912024
EMP-17748,Software Engineer,Human Resources,35.0,Level-2 (Medium),101433.06093024634
EMP-91369,UNKNOWN,Engineering,8.0,Level-1 (Low),41276.75573576347
EMP-84267,UNKNOWN,Human Resources,12.0,Level-2 (Medium),28352.155479396864
EMP-61119,  Manager  ,Finance,5.0,Level-2 (Medium),50898.684240185496
EMP-48010,software engineer,Engineering,,Level-1 (Low),158317.27626833404
EMP-51648,software engineer,Marketing,8.0,Level-2 (Medium),116247.48277493162
EMP-75894,Data Analyst,Marketing,35.0,Level-2 (Medium),133196.1744330692
EMP-67483,Data Analyst,Engineering,8.0,Level-2 (Medium),66904.3204824866
EMP-87157,software engineer,Engineering,8.0,Level-3 (High),168619.00069514412
EMP-64824,software engineer,Engineering,3.0,Level-2 (Medium),112808.07961139006
EMP-67787,software engineer,Engineering,5.0,Level-2 (Medium),67736.7780233387
EMP-15941,SOFTWARE ENGINEER,Marketing,3.0,Level-2 (Medium),171471.2727692901
EMP-53395,  Manager  ,Finance,8.0,Level-1 (Low),88651.37435068135
EMP-74912,UNKNOWN,Finance,8.0,MISSING,28759.324504313605
EMP-62223,Project Manager,Finance,1.0,Level-3 (High),55327.02109014373
EMP-29686,data analyst,Engineering,5.0,Level-3 (High),42730.4678528831
EMP-15878,  Manager  ,Engineering,5.0,Level-2 (Medium),37150.37465500373
EMP-61715,Data Analyst,Human Resources,1.0,Level-3 (High),74138.51074746778
EMP-93582,data analyst,Finance,12.0,Level-2 (Medium),80091.28974383176
EMP-17138,Software Engineer,Engineering,8.0,Level-2 (Medium),147704.21597394452
EMP-91428,Project Manager,N/A,5.0,Level-2 (Medium),49172.52999576011
EMP-40549,software engineer,Engineering,1.0,Level-2 (Medium),100640.48572580694
EMP-91069,data analyst,Engineering,3.0,Level-2 (Medium),29907.368834120847
EMP-77472,SOFTWARE ENGINEER,Engineering,8.0,Level-2 (Medium),150705.34642870148
EMP-78440,Project Manager,Human Resources,5.0,Level-2 (Medium),128597.87363577487
EMP-36782,software engineer,Engineering,3.0,Level-1 (Low),35333.66101061295
EMP-50216,Project Manager,Marketing,3.0,Level-3 (High),53760.373182393305
EMP-37902,Data Analyst,N/A,35.0,Level-2 (Medium),62047.53179611243
EMP-94553,Software Engineer,Finance,5.0,Level-2 (Medium),112045.1756915634
EMP-55973,software engineer,Marketing,3.0,Level-2 (Medium),151573.35831377888
EMP-35989,  Manager  ,Marketing,5.0,Level-3 (High),126845.48754316368
EMP-90482,SOFTWARE ENGINEER,Human Resources,3.0,Level-3 (High),176960.49426410333
EMP-15628,SOFTWARE ENGINEER,Marketing,1.0,Level-1 (Low),67317.76943974887
EMP-98925,Software Engineer,Engineering,3.0,Level-3 (High),94815.86221997347
EMP-14744,SOFTWARE ENGINEER,Engineering,5.0,MISSING,123019.88634104875
EMP-69710,  Manager  ,Engineering,5.0,Level-3 (High),162498.3235459462
EMP-92943,software engineer,Marketing,8.0,Level-2 (Medium),100400.8802022512
EMP-55385,software engineer,Engineering,8.0,Level-2 (Medium),114104.69685466138
EMP-72365,software engineer,Engineering,5.0,Level-3 (High),160533.36171068694
EMP-92873,software engineer,Marketing,5.0,Level-3 (High),106499.28445970496
EMP-61639,Software Engineer,Finance,5.0,Level-2 (Medium),131491.3503535352
EMP-14876,Software Engineer,Engineering,3.0,Level-1 (Low),162329.2842998708
EMP-58166,  Manager  ,Marketing,5.0,Level-3 (High),181102.83885338236
EMP-26593,software engineer,Marketing,-2.0,MISSING,174056.5027287751
